row,sp,Dataset,TraitValue,Lat,Lon,DataContributor,TraitName;;
1,Cassiope tetragona,Atqasuk,0.062,70.46,-157.42,Robert Hollister,PlantHeight;;
2,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.076,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
3,Cassiope tetragona,Atqasuk,0.072,70.46,-157.42,Robert Hollister,PlantHeight;;
4,Cassiope tetragona,GLOPNET - Global Plant Trait Network Database,0.1,67.5,-152.5,Ian Wright,PlantHeight;;
5,Cassiope tetragona,Kluane Plateau,0.072,60.97135,-138.41777,Haydn Thomas,PlantHeight;;
6,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.138,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
7,Cassiope tetragona,Kilpisjarvi, Finland,0.06,69.05440329,20.81852298,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,PlantHeight
229,Cassiope tetragona,Latnjajaure Sweden,0.086,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
230,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
231,Cassiope tetragona,Kluane Plateau,0.072,60.97135,-138.41777,Haydn Thomas,PlantHeight;;
232,Cassiope tetragona,Abisko,4.523571429,68.355968,18.722872,Martin Hallinger,SLA;;
233,Cassiope tetragona,Atqasuk,0.07,70.46,-157.42,Robert Hollister,PlantHeight;;
234,Cassiope tetragona,Pika Camp,0.125,61.21649,-138.28606,Haydn Thomas,PlantHeight;;
235,Cassiope tetragona,Kilpisjarvi, Finland,6.558380282,69.05440329,20.81852298,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
236,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.084,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
237,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
238,Cassiope tetragona,Pika Camp,0.105,61.21883,-138.24579,Haydn Thomas,PlantHeight;;
239,Cassiope tetragona,Barrow, Alaska,0.043,71.31502696,-156.6010247,Janet Prevey; Bob Hollister,PlantHeight;
240,Cassiope tetragona,Abisko,0.18,68.355968,18.722872,Martin Hallinger,PlantHeight;;
241,Cassiope tetragona,Qikiqtaruk-Herschel Island,3.275,69.58015,-138.92355,Haydn Thomas, Isla Myers-Smith,SLA;;
242,Cassiope tetragona,Atqasuk,0.035,70.46,-157.42,Robert Hollister,PlantHeight;;
243,Cassiope tetragona,Kytalyk Ridge,0.09,70.83,147.47,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
244,Cassiope tetragona,Abisko,0.1,68.355968,18.722872,Martin Hallinger,PlantHeight;;
245,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
246,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
247,Cassiope tetragona,Latnjajaure Sweden,0.078,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
248,Cassiope tetragona,LucieSmrzovaSvalbard,0.01,NA,NA,LucieSmrzova,SeedMass;;
249,Cassiope tetragona,Atqasuk,0.035,70.46,-157.42,Robert Hollister,PlantHeight;;
250,Cassiope tetragona,Kytalyk Ridge,0.09,70.83,147.45,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
251,Cassiope tetragona,Abisko,0.1,68.355968,18.722872,Martin Hallinger,PlantHeight;;
252,Cassiope tetragona,Barrow, Alaska,0.047,71.31502696,-156.6010247,Janet Prevey; Bob Hollister,PlantHeight;
253,Cassiope tetragona,Atqasuk,0.026,70.46,-157.42,Robert Hollister,PlantHeight;;
254,Cassiope tetragona,Abisko,5.586666667,68.355968,18.722872,Martin Hallinger,SLA;;
255,Cassiope tetragona,Abisko,0.1,68.355968,18.722872,Martin Hallinger,PlantHeight;;
256,Cassiope tetragona,Kluane,0.138,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
257,Cassiope tetragona,Qikiqtaruk-Herschel Island,5.322580645,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,SLA;;
258,Cassiope tetragona,Kluane,0.122,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
259,Cassiope tetragona,Abisko,7.096363636,68.355968,18.722872,Martin Hallinger,SLA;;
260,Cassiope tetragona,Abisko,4.51375,68.355968,18.722872,Martin Hallinger,SLA;;
261,Cassiope tetragona,Kytalyk Ridge,0.139,70.827512,147.46585,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,SLA;
262,Cassiope tetragona,Kilpisjarvi, Finland,6.852391304,69.05440329,20.81852298,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
263,Cassiope tetragona,Pika Camp,0.11,61.21883,-138.24579,Haydn Thomas,PlantHeight;;
264,Cassiope tetragona,Barrow, Alaska,0.05,71.31502696,-156.6010247,Janet Prevey; Bob Hollister,PlantHeight;
265,Cassiope tetragona,Pika Camp,0.057,61.21883,-138.24579,Haydn Thomas,PlantHeight;;
266,Cassiope tetragona,Abisko,0.12,68.355968,18.722872,Martin Hallinger,PlantHeight;;
267,Cassiope tetragona,Latnjajaure Sweden,0.059,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
268,Cassiope tetragona,GLOPNET - Global Plant Trait Network Database,9.04731747037004,75,-84,Ian Wright,SLA;;
269,Cassiope tetragona,Barrow, Alaska,0.068,71.31502696,-156.6010247,Janet Prevey; Bob Hollister,PlantHeight;
270,Cassiope tetragona,Abisko,0.15,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
271,Cassiope tetragona,Photosynthesis Traits Worldwide,4,67.5,-152.5,Vincent Maire,SLA;;
272,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
273,Cassiope tetragona,Abisko,0.08,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
274,Cassiope tetragona,Kilpisjarvi, Finland,11.28941176,69.05285125,20.82412302,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
275,Cassiope tetragona,The Xylem/Phloem Database,0.2,80,53,Fritz Schweingruber,PlantHeight;;
276,Cassiope tetragona,Atqasuk,0.054,70.46,-157.42,Robert Hollister,PlantHeight;;
277,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
278,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.081,69.57549,-139.21977,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
279,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
280,Cassiope tetragona,Kytalyk Ridge,0.07,70.83,147.47,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
281,Cassiope tetragona,Herschel Island,7.333333333,69.5749,-138.8631,Isla Myers-Smith,SLA;;
282,Cassiope tetragona,Kilpisjarvi, Finland,9.046666667,69.05181302,20.82079527,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
283,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.105,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
284,Cassiope tetragona,Herschel Island,6.428571429,69.5749,-138.8631,Isla Myers-Smith,SLA;;
285,Cassiope tetragona,Abisko,0.14,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
286,Cassiope tetragona,Latnjajaure Sweden,0.098,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
287,Cassiope tetragona,Atqasuk,0.07,70.46,-157.42,Robert Hollister,PlantHeight;;
288,Cassiope tetragona,The Global Leaf Traits,7.3537395399,68.33,18.85,Serge Sheremetev,SLA;;
289,Cassiope tetragona,LucieSmrzovaSvalbard,0.003,NA,NA,LucieSmrzova,SeedMass;;
290,Cassiope tetragona,Kluane,0.107,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
291,Cassiope tetragona,Abisko,0.14,68.355968,18.722872,Martin Hallinger,PlantHeight;;
292,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
293,Cassiope tetragona,Kytalyk Ridge,0.07,70.83,147.47,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
294,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.121,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
295,Cassiope tetragona,Atqasuk,0.122,70.46,-157.42,Robert Hollister,PlantHeight;;
296,Cassiope tetragona,LucieSmrzovaSvalbard,0.063,NA,NA,LucieSmrzova,SeedMass;;
297,Cassiope tetragona,Atqasuk,0.066,70.46,-157.42,Robert Hollister,PlantHeight;;
298,Cassiope tetragona,Atqasuk,0.056,70.46,-157.42,Robert Hollister,PlantHeight;;
299,Cassiope tetragona,BobHollisterSeeds,4e-06,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
300,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.072,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
301,Cassiope tetragona,Qikiqtaruk-Herschel Island,9.9436,69.57549,-139.21977,Haydn Thomas, Isla Myers-Smith,SLA;;
302,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.118,69.58015,-138.92355,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
303,Cassiope tetragona,Atqasuk,0.065,70.46,-157.42,Robert Hollister,PlantHeight;;
304,Cassiope tetragona,Qikiqtaruk-Herschel Island,5.269230769,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,SLA;;
305,Cassiope tetragona,Atqasuk,0.122,70.46,-157.42,Robert Hollister,PlantHeight;;
306,Cassiope tetragona,Atqasuk,0.027,70.46,-157.42,Robert Hollister,PlantHeight;;
307,Cassiope tetragona,Latnjajaure Sweden,0.095,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
308,Cassiope tetragona,Latnjajaure Sweden,0.086,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
309,Cassiope tetragona,Abisko,0.17,68.355968,18.722872,Martin Hallinger,PlantHeight;;
310,Cassiope tetragona,Latnjajaure Sweden,0.084,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
311,Cassiope tetragona,Atqasuk,0.027,70.46,-157.42,Robert Hollister,PlantHeight;;
312,Cassiope tetragona,Herschel Island,7.272727273,69.5749,-138.8631,Isla Myers-Smith,SLA;;
313,Cassiope tetragona,Qikiqtaruk-Herschel Island,8.642857143,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,SLA;;
314,Cassiope tetragona,LucieSmrzovaSvalbard,0.009,NA,NA,LucieSmrzova,SeedMass;;
315,Cassiope tetragona,Latnjajaure Sweden,0.076,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
316,Cassiope tetragona,Herschel Island,10.8,69.5749,-138.8631,Isla Myers-Smith,SLA;;
317,Cassiope tetragona,Abisko,0.13,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
318,Cassiope tetragona,Abisko,0.08,68.355968,18.722872,Martin Hallinger,PlantHeight;;
319,Cassiope tetragona,Latnjajaure Sweden,0.094,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
320,Cassiope tetragona,Abisko,0.125,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
321,Cassiope tetragona,Kytalyk Ridge,0.07,70.83,147.47,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
322,Cassiope tetragona,Atqasuk,0.056,70.46,-157.42,Robert Hollister,PlantHeight;;
323,Cassiope tetragona,Abisko,4.345,68.355968,18.722872,Martin Hallinger,SLA;;
324,Cassiope tetragona,Abisko,0.13,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
325,Cassiope tetragona,Abisko & Sheffield Database,7.35373953988935,68.33,18.85,Johannes Cornelissen,SLA;;
326,Cassiope tetragona,Atqasuk,0.064,70.46,-157.42,Robert Hollister,PlantHeight;;
327,Cassiope tetragona,Latnjajaure Sweden,0.078,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
328,Cassiope tetragona,Atqasuk,0.086,70.46,-157.42,Robert Hollister,PlantHeight;;
329,Cassiope tetragona,Qikiqtaruk-Herschel Island,4.217391304,69.58015,-138.92355,Haydn Thomas, Isla Myers-Smith,SLA;;
330,Cassiope tetragona,Abisko,2.3,68.355968,18.722872,Martin Hallinger,SeedMass;;
331,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
332,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
333,Cassiope tetragona,Abisko_Nadia,2.930273985,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
334,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.076,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
335,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
336,Cassiope tetragona,Abisko_Nadia,3.342692844,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
337,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.102,69.58015,-138.92355,Haydn Thomas,PlantHeight;;
338,Cassiope tetragona,Abisko_Nadia,2.820905746,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
339,Cassiope tetragona,Kilpisjarvi, Finland,11.79722222,69.04823931,20.82722066,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
340,Cassiope tetragona,Atqasuk,0.043,70.46,-157.42,Robert Hollister,PlantHeight;;
341,Cassiope tetragona,Qikiqtaruk-Herschel Island,7.786666667,69.57549,-139.21977,Haydn Thomas, Isla Myers-Smith,SLA;;
342,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
343,Cassiope tetragona,Abisko_Nadia,3.149856278,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
344,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.161,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
345,Cassiope tetragona,Kluane Plateau,0.124,60.97135,-138.41777,Haydn Thomas,PlantHeight;;
346,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
347,Cassiope tetragona,Kluane Plateau,0.108,60.97135,-138.41777,Haydn Thomas,PlantHeight;;
348,Cassiope tetragona,Atqasuk,0.062,70.46,-157.42,Robert Hollister,PlantHeight;;
349,Cassiope tetragona,Abisko,0.125,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
350,Cassiope tetragona,Latnjajaure Sweden,0.07,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
351,Cassiope tetragona,LucieSmrzovaSvalbard,0.062,NA,NA,LucieSmrzova,SeedMass;;
352,Cassiope tetragona,Atqasuk,0.062,70.46,-157.42,Robert Hollister,PlantHeight;;
353,Cassiope tetragona,Herschel Island,10,69.5749,-138.8631,Isla Myers-Smith,SLA;;
354,Cassiope tetragona,Tundra Plant Traits Database,4,NA,NA,F. Stuart III Chapin,SLA;;
355,Cassiope tetragona,Atqasuk,0.059,70.46,-157.42,Robert Hollister,PlantHeight;;
356,Cassiope tetragona,Kluane,0.126,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
357,Cassiope tetragona,BobHollisterSeeds,6.67e-07,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
358,Cassiope tetragona,Abisko_Nadia,3.269090448,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
359,Cassiope tetragona,Latnjajaure Sweden,0.099,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
360,Cassiope tetragona,BobHollisterSeeds,2.41e-06,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
361,Cassiope tetragona,Atqasuk,0.035,70.46,-157.42,Robert Hollister,PlantHeight;;
362,Cassiope tetragona,LucieSmrzovaSvalbard,0.098,NA,NA,LucieSmrzova,SeedMass;;
363,Cassiope tetragona,Latnjajaure Sweden,0.074,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
364,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
365,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
366,Cassiope tetragona,Atqasuk,0.057,70.46,-157.42,Robert Hollister,PlantHeight;;
367,Cassiope tetragona,Kytalyk Ridge,0.08,70.83,147.47,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
368,Cassiope tetragona,Abisko_Nadia,3.70879114,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
369,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
370,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.12,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
371,Cassiope tetragona,Qikiqtaruk-Herschel Island,4.72972973,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,SLA;;
372,Cassiope tetragona,Abisko_Nadia,2.845374475,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
373,Cassiope tetragona,BobHollisterSeeds,5.69e-06,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
374,Cassiope tetragona,Atqasuk,0.067,70.46,-157.42,Robert Hollister,PlantHeight;;
375,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
376,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
377,Cassiope tetragona,Latnjajaure Sweden,0.069,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
378,Cassiope tetragona,Latnjajaure Sweden,0.068,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
379,Cassiope tetragona,Atqasuk,0.056,70.46,-157.42,Robert Hollister,PlantHeight;;
380,Cassiope tetragona,BobHollisterSeeds,2.72e-06,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
381,Cassiope tetragona,Kluane,0.129,61.10549,-138.6618,Isla Myers-Smith,PlantHeight;;
382,Cassiope tetragona,Atqasuk,0.072,70.46,-157.42,Robert Hollister,PlantHeight;;
383,Cassiope tetragona,Kytalyk Ridge,0.09,70.83,147.47,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
384,Cassiope tetragona,Latnjajaure Sweden,0.101,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
385,Cassiope tetragona,Kilpisjarvi, Finland,6.437307692,69.04809405,20.8331016,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
386,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
387,Cassiope tetragona,Abisko,0.105,68.32305,18.86583,Mariska Te Beest,PlantHeight;;
388,Cassiope tetragona,Qikiqtaruk-Herschel Island,6.75,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,SLA;;
389,Cassiope tetragona,Qikiqtaruk-Herschel Island,0.116,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
390,Cassiope tetragona,Kilpisjarvi, Finland,5.459310345,69.04823931,20.82722066,Konsta Happonen; Anna-Maria Virkkala; Miska Luoto,SLA
391,Cassiope tetragona,Kluane,11.90909091,61.10549,-138.6618,Isla Myers-Smith,SLA;;
392,Cassiope tetragona,Qikiqtaruk-Herschel Island,3.714285714,69.57795,-138.92172,Haydn Thomas, Isla Myers-Smith,SLA;;
393,Cassiope tetragona,Abisko_Nadia,3.580723524,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
394,Cassiope tetragona,Kluane,12.14285714,61.10549,-138.6618,Isla Myers-Smith,SLA;;
395,Cassiope tetragona,Atqasuk,0.062,70.46,-157.42,Robert Hollister,PlantHeight;;
396,Cassiope tetragona,Kytalyk Ridge,0.141,70.827512,147.46585,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
397,Cassiope tetragona,Latnjajaure Sweden,0.089,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
398,Cassiope tetragona,Latnjajaure Sweden,0.043,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
399,Cassiope tetragona,Abisko_Nadia,2.277840061,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
400,Cassiope tetragona,LucieSmrzovaSvalbard,0.09,NA,NA,LucieSmrzova,SeedMass;;
401,Cassiope tetragona,Kluane,12.22222222,61.10549,-138.6618,Isla Myers-Smith,SLA;;
402,Cassiope tetragona,Atqasuk,0.064,70.46,-157.42,Robert Hollister,PlantHeight;;
403,Cassiope tetragona,Atqasuk,0.072,70.46,-157.42,Robert Hollister,PlantHeight;;
404,Cassiope tetragona,Abisko_Nadia,3.119973877,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
405,Cassiope tetragona,Abisko_Nadia,3.412989688,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
406,Cassiope tetragona,LucieSmrzovaSvalbard,0.046,NA,NA,LucieSmrzova,SeedMass;;
407,Cassiope tetragona,Atqasuk,0.056,70.46,-157.42,Robert Hollister,PlantHeight;;
408,Cassiope tetragona,Atqasuk,0.01,70.46,-157.42,Robert Hollister,PlantHeight;;
409,Cassiope tetragona,Atqasuk,0.036,70.46,-157.42,Robert Hollister,PlantHeight;;
410,Cassiope tetragona,BobHollisterSeeds,5.52e-06,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
411,Cassiope tetragona,Latnjajaure Sweden,0.06,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
412,Cassiope tetragona,Latnjajaure Sweden,0.08,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
413,Cassiope tetragona,Latnjajaure Sweden,0.105,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
414,Cassiope tetragona,Kytalyk Ridge,0.1,70.83,147.47,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
415,Cassiope tetragona,BobHollisterSeeds,1.25e-06,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
416,Cassiope tetragona,Kluane,10,61.10549,-138.6618,Isla Myers-Smith,SLA;;
417,Cassiope tetragona,Latnjajaure Sweden,0.061,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
418,Cassiope tetragona,Latnjajaure Sweden,0.08,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
419,Cassiope tetragona,Atqasuk,0.066,70.46,-157.42,Robert Hollister,PlantHeight;;
420,Cassiope tetragona,The Global Leaf Traits,9.0473174704,75,-84,Serge Sheremetev,SLA;;
421,Cassiope tetragona,Abisko_Nadia,3.621071844,68.37166,18.64833,Nadia Soudzilovskaia,SLA;;
422,Cassiope tetragona,Latnjajaure Sweden,0.039,68.3557,18.4953,Juha Alatalo, Ulf Molau, Gaurav Baruah,PlantHeight;;
423,Cassiope tetragona,Kluane,10.52941176,61.10549,-138.6618,Isla Myers-Smith,SLA;;
424,Cassiope tetragona,Abisko,0.11,68.355968,18.722872,Martin Hallinger,PlantHeight;;
425,Cassiope tetragona,Endalen Svalbard,0.1,78.186036,15.739356,Stef Weijers,PlantHeight;;
426,Cassiope tetragona,Kytalyk Ridge,0.115,70.827512,147.46585,Maitane Iturrate Garcia; Gabriela Schaepman-Strub,PlantHeight;
427,Cassiope tetragona,Abisko,0.11,68.355968,18.722872,Martin Hallinger,PlantHeight;;
428,Cassiope tetragona,Qikiqtaruk-Herschel Island,6.117647059,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,SLA;;
429,Cassiope tetragona,BobHollisterSeeds,4.84e-06,71.31502696,-156.6010247,BobHollisterSeeds,SeedMass;;
430,Cassiope tetragona,Qikiqtaruk-Herschel Island,3.863636364,69.57536,-138.86479,Haydn Thomas, Isla Myers-Smith,SLA;;
431,Salix lanata,Abisko_Nadia,19.35506773,68.37111,18.6586,Nadia Soudzilovskaia,SLA;;
432,Salix lanata,Qikiqtaruk-Herschel Island,0.512,69.57794,-138.94218,Haydn Thomas,PlantHeight;;
433,Salix lanata,SLVR Varandei NAO,2.5,68.67,58.5,Bruce C. Forbes,PlantHeight;;
434,Salix lanata,SLVR Varandei NAO,2.5,68.67,58.5,Bruce C. Forbes,PlantHeight;;
435,Salix lanata,SLVR Varandei NAO,2.5,68.67,58.5,Bruce C. Forbes,PlantHeight;;
436,Salix lanata,Qikiqtaruk-Herschel Island,0.382,69.57794,-138.94218,Haydn Thomas,PlantHeight;;
437,Salix lanata,SLVR Varandei NAO,2.5,68.67,58.5,Bruce C. Forbes,PlantHeight;;
438,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
439,Salix lanata,Kluane_5,0.39,60.95940398,-138.419984,Sandra Angers-Blondin,PlantHeight;;
440,Salix lanata,SLVR Varandei NAO,2.5,68.67,58.5,Bruce C. Forbes,PlantHeight;;
441,Salix lanata,Qikiqtaruk-Herschel Island,10.81847826,69.57794,-138.94218,Haydn Thomas, Isla Myers-Smith,SLA;;
442,Salix lanata,Northeastern AK_Sag6,0.68,69.01690277,-148.8231235,Katie Christie,PlantHeight;;
443,Salix lanata,Qikiqtaruk-Herschel Island,11.61092715,69.56985,-138.89821,Haydn Thomas, Isla Myers-Smith,SLA;;
444,Salix lanata,Bylot,15.968,73.15,-79.95,Laurent Lamarque,SLA;;
445,Salix lanata,Herschel_5,0.24,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
446,Salix lanata,Abisko_Nadia,17.74501927,68.37111,18.6586,Nadia Soudzilovskaia,SLA;;
447,Salix lanata,Abisko_Nadia,17.08506024,68.37111,18.6586,Nadia Soudzilovskaia,SLA;;
448,Salix lanata,Qikiqtaruk-Herschel Island,0.445,69.57794,-138.94218,Haydn Thomas,PlantHeight;;
449,Salix lanata,Northeastern AK_Sag6,0.69,69.01690277,-148.8231235,Katie Christie,PlantHeight;;
450,Salix lanata,Northeastern AK_Sag6,0.72,69.01690277,-148.8231235,Katie Christie,PlantHeight;;
451,Salix lanata,SLYL Laborovaya YNAO,2.6,67.95,68,Bruce C. Forbes,PlantHeight;;
452,Salix lanata,Herschel_5,0.14,69.581,-138.9081,Sandra Angers-Blondin,PlantHeight;;
453,Salix lanata,SLYR Yuribei River YNAO,2.8,68.91,70.23,Bruce C. Forbes,PlantHeight;;
454,Salix lanata,Qikiqtaruk-Herschel Island,9.796788141,69.56985,-138.89821,Haydn Thomas, Isla Myers-Smith,SLA;;
455,Salix lanata,Northeastern AK_Sag6,0.87,69.01690277,-148.8231235,Katie Christie,PlantHeight;;
456,Salix lanata,Northeastern AK_Gal,0.24,68.47950242,-149.4954564,Katie Christie,PlantHeight;;
457,Salix lanata,Qikiqtaruk-Herschel Island,0.321,69.57645,-138.994435,Haydn Thomas, Isla Myers-Smith,PlantHeight;;
458,Salix lanata,Bylot,17.789,73.15,-79.95,Laurent Lamarque,SLA;;
